,Gender,Age,Education,Party,Race,Region,Marital,RACESURV10,RACESURV11,RACESURV6,RACESURV7,RACESURV20,RACESURV22
4814,2,2,2,1,1,1,1,1,2,1,2,3,4
4815,1,3,3,3,1,1,1,1,3,2,2,3,4
4817,2,2,1,1,1,1,1,2,3,2,2,3,3
4819,2,4,3,2,1,1,3,2,2,1,3,2,4
4826,2,1,1,2,1,1,6,2,3,2,2,3,4
4829,1,2,2,3,1,1,1,2,1,2,2,3,4
4830,2,1,2,1,1,1,6,1,1,1,2,2,2
4831,1,3,3,4,1,1,1,2,2,2,3,3,4
4832,2,3,3,1,1,1,1,2,3,1,4,2,4
4833,1,4,1,2,1,1,1,2,2,2,2,3,4
4837,1,4,3,1,1,1,1,1,3,1,4,2,4
4838,1,1,1,2,1,1,1,2,2,1,3,3,4
4839,2,3,3,1,1,1,1,2,3,1,3,3,4
4840,2,1,3,4,1,1,6,1,1,2,3,3,2
4843,1,1,2,3,1,1,6,1,1,1,4,3,4
4844,2,4,1,1,1,1,5,1,1,1,3,3,4
4848,1,1,3,1,1,1,6,1,2,1,3,3,4
4849,1,4,1,4,1,1,1,1,2,1,3,2,4
4851,2,3,1,2,1,1,1,2,2,2,4,3,4
4856,2,3,3,1,1,1,1,2,2,2,3,3,4
4858,1,4,3,1,1,1,1,1,1,1,3,3,4
4860,2,3,3,1,1,1,1,2,3,1,3,2,3
4861,1,4,1,2,2,1,4,2,2,2,1,2,2
4862,1,3,1,4,1,1,1,2,2,1,3,2,4
4863,2,3,1,2,3,1,1,2,2,2,3,2,3
4866,2,3,2,2,1,1,1,2,2,2,3,3,4
4871,2,2,1,2,1,1,1,2,2,2,2,3,4
4872,1,4,1,2,1,1,1,2,2,2,3,2,2
4873,2,1,1,1,1,1,2,1,3,1,1,2,3
4878,1,1,1,4,2,1,1,1,1,2,3,3,4
4880,2,4,1,1,1,1,1,2,3,2,1,3,4
4882,1,4,3,1,1,1,1,2,2,1,2,2,4
4883,2,2,2,2,1,1,2,2,2,2,2,2,4
4886,1,3,2,1,1,1,2,2,2,1,2,3,4
4887,2,3,3,2,1,1,5,1,3,2,2,3,3
4889,2,3,3,1,1,1,1,2,2,2,3,2,2
4891,2,2,1,2,2,1,3,2,2,2,2,2,1
4895,1,3,3,1,1,3,1,2,2,1,2,3,4
4897,1,4,2,2,1,3,1,1,2,1,4,3,4
4899,2,3,3,3,1,3,1,99,1,99,1,99,4
4901,1,2,3,3,1,3,6,2,2,1,3,2,3
4903,2,1,1,2,1,3,6,2,2,2,2,3,3
4904,2,4,2,3,1,3,3,1,1,2,3,3,4
4905,1,2,1,1,3,3,3,1,1,1,2,1,4
4906,1,2,1,2,5,3,1,2,2,1,1,2,2
4911,2,3,1,2,1,3,1,2,2,2,1,2,2
4912,2,4,2,1,1,3,1,2,2,1,3,2,4
4913,1,1,1,3,5,3,1,2,3,2,2,2,3
4914,1,4,1,2,1,3,1,2,2,2,3,3,4
4915,2,3,1,2,3,3,1,1,2,2,2,3,3
4916,2,3,2,2,2,3,3,1,2,2,3,2,4
4919,2,2,3,2,1,3,6,2,2,2,1,3,4
4921,1,3,1,3,2,3,1,1,3,1,1,3,4
4923,1,2,1,2,2,3,6,2,2,2,1,2,2
4924,1,4,3,3,2,3,3,2,3,2,2,2,4
4926,1,1,1,3,1,3,2,2,2,2,2,3,4
4927,2,1,2,2,1,3,6,2,1,2,2,3,4
4929,2,2,3,1,4,3,1,1,1,2,1,2,2
4930,2,3,1,2,1,3,6,2,2,2,2,3,4
4935,2,3,3,1,1,3,1,2,2,2,1,3,4
4938,1,1,1,2,1,3,6,2,2,2,1,3,1
4939,1,3,3,4,2,3,1,1,2,2,4,3,4
4943,1,2,3,2,2,3,6,2,2,2,1,2,2
4945,2,4,2,2,1,3,2,2,2,2,2,3,4
4947,2,1,1,2,2,1,1,2,2,2,2,2,2
4948,2,1,2,2,3,3,1,2,2,2,2,2,3
4949,1,2,1,1,2,3,1,2,1,1,3,3,4
4950,2,4,3,2,1,3,6,2,2,2,2,3,4
4952,1,2,1,3,1,3,6,2,3,1,3,3,3
4954,2,3,1,2,1,3,3,2,2,2,2,3,4
4956,1,2,1,2,1,3,6,2,2,2,2,2,4
4963,2,2,2,2,2,3,2,1,1,2,1,2,3
4966,1,4,3,1,1,3,1,2,2,2,3,2,4
4970,1,4,1,1,1,3,3,2,1,1,2,3,4
4972,2,4,1,2,1,3,1,2,2,2,2,3,4
4973,2,3,1,2,3,3,3,2,2,2,2,2,3
4974,1,1,2,3,2,3,1,2,2,1,1,1,3
4979,1,2,3,2,2,3,2,2,2,1,1,1,4
4980,2,2,2,3,2,3,6,2,3,2,2,3,4
4981,2,2,2,3,2,3,4,2,2,2,2,3,4
4984,2,2,1,2,1,3,3,2,1,2,2,3,2
4985,2,1,2,2,1,3,6,2,2,2,1,3,2
4986,1,1,3,3,1,3,6,2,1,2,3,3,4
4988,2,2,3,1,1,3,6,2,2,1,4,3,4
4990,1,3,1,3,1,3,6,1,2,1,2,2,3
4991,1,4,2,1,1,3,1,1,3,1,3,3,4
4992,2,2,3,1,1,3,1,2,2,1,3,3,4
4994,2,2,3,3,1,3,6,2,2,2,2,3,2
4995,2,1,3,3,1,3,1,2,2,1,3,3,3
4998,2,3,3,1,1,3,1,2,2,1,3,3,4
5003,1,2,3,1,1,3,6,1,2,2,3,2,4
5005,1,2,3,4,9,3,2,2,2,2,2,3,4
5007,2,1,2,2,1,3,2,2,2,2,2,1,3
5010,2,1,1,2,2,3,6,2,2,2,1,2,1
5012,2,1,1,2,1,3,6,2,3,2,3,3,2
5013,2,3,3,1,1,3,1,1,3,1,3,3,4
5014,2,2,1,3,2,3,3,2,2,2,3,3,2
5016,1,4,1,3,1,3,1,2,2,2,3,2,4
5017,2,3,3,3,1,3,1,2,2,2,4,2,4
5020,1,3,3,2,2,3,1,2,3,2,3,2,1
5022,2,3,1,2,3,3,4,2,2,2,1,3,4
5025,1,3,1,3,1,3,3,2,2,2,2,2,4
5027,2,3,3,2,1,3,2,2,2,2,2,2,4
5037,1,2,1,2,1,3,2,2,1,2,2,3,4
5038,1,3,1,2,2,3,6,2,2,2,1,2,3
5040,2,1,1,3,1,3,2,99,2,2,4,3,4
5043,2,3,3,1,1,3,1,2,2,1,3,3,4
5044,1,2,1,3,5,3,1,1,3,2,3,2,3
5045,2,2,1,2,2,3,6,2,2,2,1,2,3
5046,2,3,2,1,1,3,1,1,3,1,2,2,4
5047,2,4,3,1,1,3,1,2,2,1,3,3,4
5048,2,3,3,3,1,3,1,2,3,1,3,3,4
5050,1,1,2,3,5,3,1,1,1,2,2,2,2
5051,1,1,2,2,2,3,6,2,2,2,1,2,2
5053,2,2,1,2,9,3,6,2,2,2,2,1,3
5055,1,2,1,2,2,3,6,2,3,2,2,3,4
5056,2,3,2,2,2,3,4,1,2,1,4,2,3
5058,2,2,3,2,1,3,2,2,2,1,3,3,3
5063,2,3,3,2,2,3,3,1,3,1,3,2,2
5064,2,4,3,3,1,3,1,2,2,1,3,3,4
5065,1,2,1,3,1,3,6,1,3,2,3,3,3
5067,1,2,1,1,5,3,1,2,3,2,3,2,3
5068,2,2,1,2,2,3,3,2,3,2,4,3,4
5071,1,2,2,4,2,3,6,2,3,2,1,2,2
5072,1,4,3,1,1,3,1,1,2,1,4,3,4
5073,2,3,2,2,1,3,1,1,3,1,3,3,4
5075,1,3,3,3,1,3,1,2,2,1,2,3,4
5076,1,2,1,3,4,3,6,2,3,1,4,2,4
5077,1,2,2,3,2,3,1,2,3,2,1,2,3
5078,2,2,2,2,2,3,1,2,2,2,1,1,1
5080,2,1,2,4,1,3,6,1,3,1,4,3,4
5083,1,2,1,4,3,3,6,2,3,2,2,2,4
5088,1,1,3,1,1,3,6,1,3,2,4,2,3
5089,2,3,3,2,2,3,1,1,1,2,1,1,1
5090,2,3,2,3,1,3,5,1,2,1,3,3,4
5094,2,2,3,2,2,3,2,1,2,2,1,1,4
5096,2,2,2,99,1,3,2,1,3,1,4,3,4
5098,2,3,2,1,1,3,5,2,2,1,2,2,4
5099,1,4,1,3,1,3,1,1,1,2,4,2,4
5100,1,3,1,2,2,3,1,2,2,2,2,2,2
5102,2,2,2,2,1,3,1,1,2,2,3,3,3
5103,2,2,3,3,1,3,1,2,2,2,1,2,3
5104,2,3,3,2,2,3,6,2,3,2,2,2,3
5105,1,4,2,3,1,3,1,1,2,1,3,3,4
5106,2,3,3,2,2,3,1,2,2,1,2,2,4
5107,1,4,3,1,1,3,4,2,2,2,3,3,3
5108,1,3,2,3,2,3,1,2,2,2,3,2,4
5112,1,2,1,1,1,3,2,2,2,1,2,2,4
5113,2,2,1,2,2,3,1,2,2,2,1,1,3
5114,1,4,1,3,9,3,1,2,2,2,2,1,2
5117,1,2,1,3,1,3,1,2,2,2,1,2,4
5121,1,4,1,3,1,3,6,2,2,2,3,3,4
5122,2,3,1,2,2,3,1,2,2,2,1,2,4
5123,1,2,2,3,1,3,1,2,2,1,3,3,4
5127,2,1,2,4,2,3,6,1,2,2,3,2,4
5130,1,2,3,4,1,3,6,2,3,2,4,3,3
5131,1,2,1,2,1,3,6,1,2,2,3,3,4
5137,1,3,2,3,2,3,1,2,2,2,1,1,3
5139,2,3,2,2,2,3,3,2,2,2,1,1,3
5140,2,3,3,2,2,3,6,2,2,2,1,3,3
5142,2,2,3,2,2,3,1,1,1,2,3,1,2
5143,2,2,1,2,1,3,2,1,2,2,2,3,4
5150,2,2,1,4,1,3,1,2,3,1,2,2,4
5151,2,3,1,1,1,3,1,1,2,1,4,3,4
5152,1,3,1,2,2,3,1,1,2,2,3,2,3
5160,2,3,3,3,1,3,3,2,2,2,3,3,4
5161,2,1,3,1,1,3,1,2,2,2,1,2,4
5163,2,2,3,2,2,3,1,2,2,2,1,2,2
5164,2,2,2,4,1,3,1,2,2,1,1,2,4
5168,2,3,2,2,2,3,6,1,1,1,2,2,2
5171,2,2,3,1,1,3,1,1,3,1,3,3,4
5179,1,3,3,4,1,3,3,2,3,1,3,3,4
5181,2,1,1,2,2,3,1,2,3,2,3,2,4
5182,1,4,2,1,1,3,2,2,2,1,3,3,2
5183,2,3,3,1,1,3,5,2,3,1,3,2,4
5184,1,3,2,1,1,3,1,2,3,1,4,3,4
5185,2,2,3,3,1,3,1,2,2,2,2,2,4
5187,1,1,3,4,1,3,1,2,2,2,2,3,3
5189,1,1,3,3,3,3,6,2,2,2,3,3,4
5190,2,2,2,2,2,3,3,2,2,2,2,2,2
5191,2,3,3,2,1,3,3,2,1,1,2,2,4
5192,1,2,3,3,1,3,1,2,2,2,3,2,4
5195,2,1,3,1,1,3,3,1,2,1,4,3,4
5198,2,3,2,2,2,3,3,2,2,2,2,2,4
5199,1,4,3,3,1,3,5,2,2,1,3,2,4
5200,2,2,2,1,1,3,1,2,2,1,3,3,4
5202,2,2,1,1,1,3,1,2,1,1,1,3,4
5205,2,3,1,1,1,3,3,2,3,1,4,3,4
5206,2,1,1,2,2,3,6,2,2,2,2,2,4
5207,1,1,2,1,3,3,6,2,1,1,3,3,4
5208,1,2,2,1,1,3,1,1,1,1,2,3,2
5209,1,3,1,3,3,3,6,1,2,2,3,3,4
5210,2,4,99,99,1,3,5,1,2,1,4,2,4
5211,2,3,3,1,1,3,1,1,2,1,3,3,4
5212,2,3,1,2,1,3,1,1,2,1,2,2,4
5216,1,4,1,1,1,3,5,1,3,1,1,3,3
5219,2,2,2,1,3,3,1,99,1,2,2,2,4
5220,2,4,1,1,2,3,1,1,1,1,2,3,4
5221,2,2,2,2,3,3,1,2,2,2,2,2,3
5222,1,2,1,3,1,3,1,2,2,1,3,2,3
5226,1,4,1,1,1,3,1,2,2,1,2,1,4
5228,2,3,3,4,1,3,1,2,3,2,3,2,2
5231,2,4,1,1,1,3,1,2,2,1,1,2,4
5232,2,4,1,1,1,3,5,1,1,1,3,3,4
5233,1,3,1,2,1,3,3,2,3,2,2,3,3
5234,1,2,1,1,3,3,1,2,3,2,4,3,4
5236,1,4,3,1,1,3,3,2,2,1,1,2,4
5238,1,3,3,2,1,3,1,1,2,2,3,3,4
5240,1,2,1,4,3,3,2,2,2,1,2,2,3
5241,1,2,1,3,1,3,3,1,1,1,1,2,4
5242,1,3,1,1,1,3,1,2,2,1,1,2,3
5244,1,4,1,1,1,3,5,1,3,1,2,3,3
5245,1,2,2,1,1,3,6,2,2,1,2,2,4
5246,2,3,2,3,1,3,6,1,1,1,2,3,4
5247,1,3,1,2,1,3,1,2,3,2,3,2,4
5251,2,2,3,4,1,3,3,2,2,2,3,1,2
5254,2,2,1,3,2,3,1,2,2,2,1,2,2
5257,1,2,2,3,1,3,6,2,2,2,2,2,4
5258,1,3,1,3,2,3,6,1,3,2,2,1,1
5260,2,1,1,2,2,3,2,2,2,2,2,3,4
5262,2,3,2,2,2,3,1,1,3,2,2,2,4
5263,2,2,1,2,2,3,1,2,2,2,2,2,2
5266,1,4,2,1,1,3,1,1,3,1,4,3,4
5267,1,3,1,2,1,3,1,2,1,2,2,3,4
5268,1,4,3,4,1,3,1,2,3,1,3,3,4
5269,2,2,3,2,2,3,6,2,3,2,4,1,3
5270,2,2,3,3,1,3,2,2,2,1,3,3,4
5272,1,4,3,3,1,3,1,2,2,1,2,2,3
5275,2,1,3,4,1,3,2,1,1,2,3,3,4
5277,1,4,1,3,1,3,1,1,1,1,2,3,4
5278,2,4,2,1,1,3,2,2,2,1,4,3,4
5280,1,3,1,1,1,3,6,2,2,1,3,3,4
5282,1,2,3,1,1,3,1,1,2,2,3,3,4
5283,2,4,1,1,3,3,2,1,3,1,4,3,4
5284,1,4,2,1,1,3,3,2,2,1,4,2,4
5285,2,2,1,2,5,3,1,2,2,2,2,2,4
5287,2,2,3,99,1,3,6,2,2,1,2,1,4
5288,1,4,1,1,2,3,6,1,1,1,2,3,4
5289,1,3,3,3,1,3,1,1,2,1,3,2,4
5290,2,2,1,2,3,3,1,1,1,2,1,2,4
5293,2,3,3,1,1,3,2,1,2,1,3,3,4
5295,2,3,2,3,1,3,3,2,2,2,2,3,4
5297,2,3,2,3,1,3,5,2,2,2,4,3,4
5298,2,1,3,2,3,3,6,2,1,2,1,2,1
5299,1,3,1,1,1,3,1,1,1,1,3,3,4
5304,2,1,2,3,5,3,6,2,1,2,3,2,4
5305,1,4,1,2,2,3,3,2,2,2,1,2,2
5306,1,3,1,3,1,3,6,2,2,1,2,2,3
5308,1,3,1,1,1,3,1,2,2,1,3,2,4
5309,2,1,2,3,2,3,3,2,2,2,1,1,2
5310,2,3,3,2,1,3,3,1,1,2,2,3,4
5311,1,3,3,3,1,3,1,2,2,1,4,3,4
5312,2,2,2,1,1,3,1,2,2,1,2,2,4
5313,2,2,1,2,2,3,1,2,2,2,2,3,2
5314,2,1,1,2,1,3,6,2,1,2,2,3,4
5316,1,3,1,3,1,3,1,1,1,2,3,3,4
5317,2,3,1,2,2,3,6,2,2,2,1,2,4
5318,2,99,1,1,1,3,6,1,3,2,2,2,3
5319,2,3,3,1,4,3,3,2,2,1,2,2,4
5320,1,3,3,1,1,3,1,1,1,1,4,1,4
5322,1,2,1,3,1,3,1,2,2,1,2,2,4
5323,1,3,3,1,1,3,1,1,1,1,2,2,3
5326,2,2,3,4,1,3,6,2,3,2,4,3,4
5327,2,2,2,1,1,3,6,1,1,1,3,3,4
5329,2,2,1,2,2,3,1,2,2,2,1,2,4
5332,2,2,1,2,2,3,1,2,2,2,1,2,3
5333,2,2,2,1,1,3,1,2,2,1,2,3,4
5335,2,4,3,1,1,3,1,2,2,1,2,3,4
5342,1,3,1,2,1,3,2,1,3,2,1,3,3
5343,1,2,2,1,1,3,1,1,3,1,3,3,4
5345,2,1,2,2,2,3,6,2,3,2,1,2,3
5347,1,4,1,1,1,3,1,2,1,2,1,2,4
5348,2,2,1,2,3,3,3,2,2,2,2,3,1
5352,2,2,2,4,1,3,2,2,3,1,2,2,2
5354,2,4,1,3,1,3,5,1,1,2,2,3,3
5357,1,4,3,2,1,3,1,2,3,1,2,2,99
5359,2,2,1,4,1,3,1,2,3,2,2,3,4
5361,1,4,3,1,1,3,1,2,2,2,4,2,4
5363,2,3,2,1,1,3,1,2,2,1,3,2,4
5364,1,1,3,3,3,3,6,99,1,99,1,2,99
5366,1,3,1,2,2,3,6,2,2,2,1,3,2
5368,2,2,3,3,1,3,1,1,2,2,3,3,4
5369,1,2,1,1,9,3,1,2,2,1,2,2,3
5370,1,3,3,1,9,3,3,2,2,2,4,2,4
5373,1,2,1,1,1,3,1,2,3,1,2,3,3
5374,2,1,1,4,1,3,1,2,3,1,2,2,2
5375,2,3,3,3,1,3,1,2,3,1,3,3,4
5376,1,1,2,1,1,3,1,1,2,2,2,3,2
5377,2,2,2,2,2,3,1,2,2,2,2,3,4
5378,2,2,3,1,1,3,1,2,2,1,3,2,3
5380,2,2,1,1,1,3,6,1,3,1,3,3,4
5381,2,2,1,2,2,3,1,2,3,2,3,2,2
5382,1,3,2,3,1,3,1,2,2,1,3,3,4
5383,2,1,3,3,1,3,2,2,1,1,3,2,2
5387,1,1,3,4,1,3,1,1,2,1,2,2,4
5389,1,2,3,3,1,3,4,2,2,1,4,3,4
5390,2,4,1,3,1,3,3,2,1,2,3,3,4
5391,1,2,2,3,1,3,1,2,2,2,2,2,4
5392,2,2,3,3,1,3,1,2,2,1,3,3,4
5393,2,3,2,3,1,3,1,1,2,2,3,2,3
5394,1,2,3,3,1,3,2,1,2,1,3,2,4
5398,2,2,2,2,2,3,4,1,2,2,2,2,3
5400,1,2,2,1,5,3,1,1,3,1,2,3,4
5401,2,3,2,2,2,3,5,2,3,2,4,2,3
5402,1,3,2,1,1,3,1,1,3,1,3,2,4
5405,2,3,3,99,1,3,3,2,2,99,4,3,4
5406,2,1,1,4,1,3,1,2,2,1,1,2,2
5409,2,3,3,1,1,3,3,2,2,1,2,3,2
5410,1,3,2,3,1,3,1,1,1,2,2,3,4
5413,1,4,2,2,2,3,6,2,2,2,3,2,4
5414,2,3,1,1,4,3,1,1,3,1,3,3,4
5418,2,4,2,1,1,3,1,2,2,2,3,3,1
5419,2,2,2,2,1,3,1,2,1,2,3,3,4
5420,1,4,2,2,1,3,1,1,1,1,3,3,3
5421,2,1,3,3,1,3,3,1,1,2,3,2,4
5422,1,2,3,3,1,3,1,2,2,1,3,2,2
5423,2,2,1,1,1,3,1,1,3,1,3,3,3
5427,1,1,3,4,1,3,6,2,3,1,2,3,1
5430,2,2,2,2,1,3,1,2,2,1,2,3,4
5433,2,3,1,1,1,3,1,1,1,1,3,3,4
5434,1,3,3,3,1,3,1,1,3,2,3,3,4
5435,1,3,3,3,1,3,1,99,2,1,3,3,4
5436,1,4,3,2,1,3,1,1,3,1,4,3,4
5440,1,3,1,2,1,3,1,2,2,2,2,3,4
5442,1,3,2,1,1,3,5,2,2,1,3,3,4
5443,2,3,3,2,1,3,1,2,3,2,3,3,99
5445,1,3,3,1,1,3,1,1,2,1,3,2,4
5446,2,1,3,3,1,3,1,1,3,1,2,2,4
5448,2,3,3,1,1,3,5,2,2,2,4,3,4
5449,2,4,2,2,2,2,3,2,2,2,3,3,4
5450,1,3,1,1,1,2,1,1,2,1,3,3,4
5452,2,3,3,1,1,2,1,1,3,1,4,2,4
5454,2,3,2,3,1,2,1,2,2,1,3,3,4
5457,2,3,3,2,1,2,5,1,1,1,3,3,4
5460,2,2,1,1,1,2,3,1,3,1,1,3,3
5462,1,1,1,4,1,2,6,2,2,2,2,3,4
5463,1,4,1,3,1,2,1,2,2,1,3,3,4
5464,2,2,2,1,1,2,1,2,2,1,3,2,4
5467,1,4,1,3,1,2,6,1,3,1,2,2,4
5469,2,2,3,3,3,2,3,1,3,2,4,3,4
5470,2,1,3,3,1,2,6,99,3,2,3,3,4
5471,2,3,2,1,1,2,1,2,2,1,3,3,4
5472,2,2,3,1,1,2,2,1,3,1,3,1,2
5481,2,4,1,2,1,2,3,1,3,99,2,99,4
5482,1,2,1,4,1,2,1,2,2,2,2,3,4
5484,2,2,1,3,4,2,2,1,2,1,3,3,4
5486,1,1,2,2,2,2,2,1,1,2,2,2,3
5488,1,2,1,99,1,2,1,1,3,1,2,2,4
5493,1,2,1,2,1,2,1,2,2,2,3,3,3
5494,1,3,3,1,1,2,1,1,1,1,3,2,4
5496,2,2,2,2,1,2,6,1,2,1,1,2,4
5499,2,3,3,1,1,2,3,2,3,2,3,3,4
5501,2,3,3,4,1,2,5,2,2,2,4,2,3
5502,2,3,1,3,1,2,2,2,2,1,4,3,4
5503,1,2,2,1,1,2,3,2,2,1,4,2,4
5505,2,1,3,1,4,2,1,1,3,1,3,3,4
5506,2,2,3,4,1,2,6,2,2,1,2,3,4
5507,2,3,3,4,1,2,3,1,2,1,3,3,4
5508,2,2,2,2,2,2,2,2,2,2,1,3,1
5509,2,3,3,1,1,2,3,2,2,1,2,2,4
5510,2,4,2,3,1,2,6,2,2,1,3,3,4
5512,1,4,1,3,1,2,1,1,2,1,1,2,4
5513,1,2,1,1,1,2,1,2,2,1,2,2,4
5516,2,2,1,4,9,2,1,2,2,2,2,3,4
5517,2,2,2,3,3,2,1,1,2,1,3,2,4
5518,2,3,2,3,1,2,6,2,2,1,4,3,4
5520,1,4,3,3,1,2,1,2,2,2,3,3,4
5522,1,3,1,1,1,2,1,1,2,1,2,2,4
5523,2,2,1,2,1,2,2,2,2,2,2,3,4
5525,2,2,1,2,2,2,3,1,2,1,1,1,2
5527,2,3,1,2,1,2,1,1,1,2,3,3,4
5528,2,2,3,1,1,2,1,1,3,1,1,2,3
5529,2,1,3,4,1,2,2,2,1,1,1,2,1
5530,1,3,3,2,1,2,1,1,3,1,1,3,4
5534,2,2,2,4,1,2,3,1,3,1,3,3,4
5537,2,4,3,3,1,2,5,2,2,2,2,2,4
5538,2,3,2,1,1,2,1,1,2,1,3,3,3
5539,2,2,3,4,2,2,3,2,2,1,3,2,4
5542,2,2,3,1,1,2,5,1,3,2,2,2,4
5543,2,3,3,1,1,2,1,2,1,2,1,1,1
5545,2,1,1,3,2,2,1,1,3,2,3,3,1
5547,2,2,1,1,1,2,3,1,2,1,3,2,4
5549,2,1,3,3,3,2,2,1,2,1,4,3,4
5553,2,2,3,4,1,2,1,1,1,1,4,3,4
5555,2,1,1,1,1,2,1,2,2,2,3,3,2
5556,1,4,3,3,1,2,1,2,2,1,3,3,3
5557,1,3,3,1,1,2,1,1,1,1,1,3,4
5563,2,2,1,1,5,2,1,1,3,2,3,99,4
5564,2,2,2,99,2,2,2,1,2,2,2,3,4
5566,1,3,2,3,1,2,6,1,1,1,4,3,4
5568,1,2,3,1,1,2,1,2,3,1,2,3,4
5570,1,2,3,4,1,2,6,2,2,1,3,3,3
5571,2,2,3,2,1,2,1,2,2,2,2,3,4
5572,1,3,3,1,1,2,6,1,1,1,3,3,3
5573,1,3,2,1,1,2,3,2,2,1,1,3,4
5576,1,2,2,1,1,2,1,1,3,1,3,3,4
5579,2,4,1,2,1,2,5,2,2,2,3,3,4
5581,2,2,1,3,3,2,1,2,1,2,1,2,3
5582,2,4,2,3,1,2,1,1,1,1,2,3,4
5586,2,1,1,2,1,2,2,2,2,2,2,3,4
5588,1,4,3,1,1,2,1,1,2,1,3,3,4
5590,1,4,3,1,1,2,1,1,2,1,2,2,4
5591,1,3,2,1,1,2,1,2,1,1,3,2,3
5592,1,2,2,1,1,2,1,2,2,1,1,3,4
5598,1,4,1,2,1,2,6,2,1,2,2,3,4
5602,1,3,1,3,1,2,3,2,2,1,4,2,4
5605,2,2,1,4,1,2,1,2,3,2,2,3,4
5610,1,2,1,3,1,2,6,1,3,1,2,3,4
5614,1,2,2,4,1,2,2,2,3,2,2,2,2
5615,1,2,3,3,1,2,1,2,3,2,3,3,3
5618,2,4,1,2,1,2,3,2,2,1,2,2,3
5622,1,4,1,1,1,2,6,1,3,2,3,3,4
5623,1,2,2,1,1,2,3,1,3,1,3,3,4
5624,2,4,2,1,1,2,1,99,2,1,2,2,4
5627,2,1,2,2,2,2,6,1,1,2,2,3,2
5628,2,2,2,3,3,2,1,2,2,2,1,2,2
5630,2,2,2,3,4,2,2,2,3,1,1,3,4
5632,1,2,1,3,1,2,1,2,2,1,3,2,4
5633,2,2,1,1,5,2,1,1,3,1,2,2,4
5634,2,4,3,1,1,2,5,2,2,2,2,2,4
5637,2,2,1,4,1,2,1,2,2,2,1,3,4
5639,1,3,2,1,1,2,1,1,3,99,4,3,4
5640,2,4,1,2,1,2,3,2,2,2,3,3,4
5641,1,4,2,4,9,2,1,99,3,1,3,3,4
5646,2,1,3,4,1,2,3,1,3,2,3,3,4
5647,1,3,3,2,1,2,1,2,3,1,2,2,4
5649,1,3,1,3,1,2,1,1,1,1,4,3,4
5650,1,1,1,3,1,2,6,1,2,2,2,2,2
5652,2,4,3,4,1,2,1,1,3,1,4,2,4
5653,1,2,3,1,1,2,1,1,1,1,3,3,3
5656,1,1,1,3,3,2,6,2,1,2,2,2,3
5657,2,4,2,3,1,2,1,1,2,2,4,3,4
5658,1,2,3,2,1,2,4,2,2,2,1,3,1
5660,1,4,3,1,1,2,1,2,2,2,2,3,4
5662,1,3,3,2,1,2,3,1,3,2,3,3,4
5663,2,3,2,1,1,2,1,1,2,1,3,3,4
5664,2,3,1,1,1,2,1,1,2,1,3,3,4
5665,2,3,1,4,1,2,1,1,1,2,3,3,4
5668,1,1,2,3,1,2,6,1,2,1,3,3,4
5670,1,4,3,1,1,2,1,1,1,1,3,3,4
5673,2,4,1,3,1,2,1,2,2,1,3,3,4
5676,2,2,1,1,1,2,1,1,3,2,3,3,4
5677,2,3,3,2,1,2,6,2,1,2,3,3,4
5680,2,3,1,1,1,2,1,1,3,1,3,2,4
5687,2,1,1,2,1,2,6,1,1,2,3,3,4
5688,2,4,3,1,1,2,5,1,3,2,2,3,4
5691,2,2,1,2,2,2,1,2,2,2,1,2,4
5693,2,2,1,1,1,2,1,2,2,1,1,3,4
5694,1,2,3,3,2,2,3,2,2,2,1,1,4
5696,2,2,2,2,1,2,1,1,1,2,3,3,4
5697,2,4,1,2,1,2,5,1,3,1,3,3,4
5698,2,3,1,2,1,2,3,2,2,2,1,3,3
5699,2,4,3,1,1,2,5,1,3,1,3,3,4
5703,2,4,3,2,1,2,1,1,1,2,3,3,4
5706,2,2,1,2,1,2,6,2,2,2,4,3,4
5708,1,2,2,3,1,2,6,1,1,1,2,2,4
5715,2,4,3,3,1,2,1,1,1,2,3,3,3
5717,2,3,3,2,1,2,1,2,2,2,3,2,4
5718,2,3,2,3,1,2,4,1,3,2,3,3,4
5720,2,2,3,1,1,2,1,1,3,2,3,3,4
5723,2,2,1,3,1,2,1,1,3,1,4,3,4
5724,2,3,3,4,1,2,3,2,2,2,2,3,3
5725,2,4,1,3,1,2,3,2,2,2,3,3,4
5726,2,1,2,1,1,2,6,1,1,2,3,2,3
5728,1,4,2,1,9,2,1,1,2,1,2,2,2
5730,2,4,3,2,1,2,3,1,2,2,4,3,4
5734,2,4,2,1,1,3,1,1,2,1,4,3,4
5735,2,2,1,1,1,2,6,2,2,1,2,3,4
5738,1,3,3,1,1,2,6,2,2,2,3,3,3
5740,2,3,3,1,1,2,3,2,2,1,3,3,4
5741,2,1,3,1,1,2,6,1,2,2,1,2,3
5742,1,1,2,3,5,2,2,1,2,2,2,2,4
5744,2,3,3,1,1,2,2,2,2,1,3,2,3
5745,2,1,1,3,1,2,1,2,3,1,3,1,4
5747,2,2,2,3,1,2,6,1,2,2,3,3,4
5748,2,1,1,4,5,2,1,1,1,2,2,2,3
5749,1,3,1,2,1,2,1,2,1,2,1,3,3
5754,1,2,2,2,5,2,6,2,2,2,1,1,4
5755,1,1,2,3,1,2,1,2,3,2,1,3,4
5763,2,2,1,3,2,2,1,2,2,1,1,2,1
